1,1,7.600000,2796.000000
1,2,8.400000,2670.000000
1,3,7.900000,2221.000000
1,4,8.200000,2162.000000
1,5,8.400000,2381.000000
1,6,7.800000,2138.000000
2,1,8.700000,2406.000000
2,2,8.200000,2035.000000
2,3,8.400000,2056.000000
2,4,8.400000,2035.000000
2,5,8.200000,1913.000000
2,6,8.200000,1920.000000
2,7,8.600000,1954.000000
2,8,8.200000,1802.000000
2,9,8.400000,1888.000000
2,10,8.800000,2059.000000
2,11,8.600000,2002.000000
2,12,9.000000,2481.000000
2,13,8.300000,1749.000000
2,14,7.900000,1725.000000
2,15,8.200000,1717.000000
2,16,8.300000,1743.000000
2,17,8.400000,1826.000000
2,18,8.300000,1794.000000
2,19,8.100000,1740.000000
2,20,8.400000,1773.000000
2,21,8.600000,1823.000000
2,22,9.200000,2789.000000
3,1,8.800000,2304.000000
3,2,8.200000,1698.000000
3,3,8.500000,1777.000000
3,4,8.000000,1736.000000
3,5,8.200000,1693.000000
3,6,8.000000,1736.000000
3,7,8.500000,1689.000000
3,8,8.700000,1767.000000
3,9,8.200000,1761.000000
3,10,8.700000,1906.000000
3,11,8.500000,1694.000000
3,12,8.600000,1747.000000
3,13,8.800000,1830.000000
3,14,8.200000,1689.000000
3,15,8.300000,1694.000000
3,16,8.800000,1970.000000
3,17,8.500000,1700.000000
3,18,8.800000,1931.000000
3,19,8.800000,1826.000000
3,20,8.800000,1836.000000
3,21,8.800000,1818.000000
3,22,9.100000,2122.000000
3,23,9.200000,2308.000000
4,1,8.800000,2169.000000
4,2,8.400000,1673.000000
4,3,8.500000,1608.000000
4,4,8.800000,1730.000000
4,5,8.800000,1799.000000
4,6,8.500000,1637.000000
4,7,8.300000,1569.000000
4,8,8.700000,1642.000000
4,9,9.300000,3014.000000
4,10,8.200000,1579.000000
4,11,8.700000,1644.000000
4,12,8.400000,1570.000000
4,13,8.000000,1481.000000
4,14,9.200000,2309.000000
5,1,8.800000,1939.000000
5,2,8.400000,1505.000000
5,3,8.100000,1459.000000
5,4,8.200000,1412.000000
5,5,8.200000,1473.000000
5,6,8.500000,1500.000000
5,7,8.300000,1398.000000
5,8,8.600000,1553.000000
5,9,8.700000,1546.000000
5,10,8.400000,1472.000000
5,11,8.700000,1512.000000
5,12,8.100000,1468.000000
5,13,9.600000,4235.000000
5,14,8.300000,1378.000000
5,15,8.200000,1342.000000
5,16,8.100000,1390.000000
5,17,8.600000,1479.000000
5,18,8.400000,1404.000000
5,19,8.400000,1397.000000
5,20,8.300000,1394.000000
5,21,8.700000,1524.000000
5,22,8.700000,1437.000000
5,23,9.000000,1862.000000
5,24,8.300000,1384.000000
5,25,8.700000,1568.000000
5,26,8.800000,1678.000000
6,1,8.700000,1601.000000
6,2,8.200000,1308.000000
6,3,8.000000,1298.000000
6,4,9.300000,2841.000000
6,5,9.000000,1114.000000
6,6,7.700000,1351.000000
6,7,8.600000,1411.000000
6,8,8.200000,1287.000000
6,9,8.200000,1266.000000
6,10,8.600000,1468.000000
6,11,8.200000,1279.000000
6,12,8.300000,1456.000000
6,13,8.500000,1367.000000
6,14,6.800000,1703.000000
6,15,7.800000,1237.000000
6,16,8.200000,1245.000000
6,17,8.400000,1282.000000
6,18,8.400000,1300.000000
6,19,7.900000,1218.000000
6,20,7.900000,1177.000000
6,21,8.600000,1393.000000
6,22,7.900000,1191.000000
6,23,8.000000,1207.000000
6,24,8.200000,1215.000000
6,25,7.900000,1162.000000
6,26,8.100000,1210.000000
7,1,8.400000,1446.000000
7,2,8.200000,1254.000000
7,3,8.200000,1355.000000
7,4,7.900000,1237.000000
7,5,7.900000,1202.000000
7,6,8.300000,1242.000000
7,7,7.500000,1262.000000
7,8,7.900000,1213.000000
7,9,7.800000,1189.000000
7,10,8.300000,1228.000000
7,11,8.800000,1607.000000
7,12,8.300000,1259.000000
7,13,7.700000,1199.000000
7,14,8.400000,1275.000000
7,15,8.400000,1287.000000
7,16,9.200000,2581.000000
7,17,7.500000,1177.000000
7,18,9.100000,2051.000000
7,19,7.900000,1243.000000
7,20,8.800000,1613.000000
7,21,9.600000,4047.000000
7,22,7.800000,1226.000000
7,23,8.700000,1392.000000
7,24,8.800000,1579.000000
8,1,8.200000,1406.000000
8,2,8.100000,1253.000000
8,3,7.400000,1213.000000
8,4,8.100000,1294.000000
8,5,7.600000,1160.000000
8,6,7.800000,1101.000000
8,7,7.800000,1161.000000
